"id","nutrient_code","age_min","age_max","gender","ri_base","ul_limit","is_weight_scaled"
"1","alpha_linolenic_acid","0","5","ALL","0.40",,"false"
"2","alpha_linolenic_acid","1","2","ALL","0.60",,"false"
"3","alpha_linolenic_acid","3","5","ALL","0.60",,"false"
"4","alpha_linolenic_acid","6","11","ALL","0.60",,"false"
"5","alpha_linolenic_acid","6","8","F","0.70",,"false"
"6","alpha_linolenic_acid","9","11","F","0.80",,"false"
"7","alpha_linolenic_acid","12","14","F","0.90",,"false"
"8","alpha_linolenic_acid","15","18","F","0.80",,"false"
"9","alpha_linolenic_acid","19","29","F","0.90",,"false"
"10","alpha_linolenic_acid","30","49","F","0.90",,"false"
"11","alpha_linolenic_acid","50","64","F","0.80",,"false"
"12","alpha_linolenic_acid","65","74","F","0.50",,"false"
"13","alpha_linolenic_acid","75","99","F","0.40",,"false"
"14","alpha_linolenic_acid","6","8","M","0.80",,"false"
"15","alpha_linolenic_acid","9","11","M","1.00",,"false"
"16","alpha_linolenic_acid","12","14","M","1.20",,"false"
"17","alpha_linolenic_acid","15","18","M","1.30",,"false"
"18","alpha_linolenic_acid","19","29","M","1.20",,"false"
"19","alpha_linolenic_acid","30","49","M","1.20",,"false"
"20","alpha_linolenic_acid","50","64","M","1.00",,"false"
"21","alpha_linolenic_acid","65","74","M","0.80",,"false"
"22","alpha_linolenic_acid","75","99","M","0.60",,"false"
"23","biotin","0","5","ALL","5.00",,"false"
"24","biotin","1","2","ALL","9.00",,"false"
"25","biotin","3","5","ALL","12.00",,"false"
"26","biotin","6","11","ALL","7.00",,"false"
"27","biotin","0","99","F","0.00",,"false"
"28","biotin","6","8","F","15.00",,"false"
"29","biotin","9","11","F","20.00",,"false"
"30","biotin","12","14","F","25.00",,"false"
"31","biotin","15","18","F","30.00",,"false"
"32","biotin","19","29","F","30.00",,"false"
"33","biotin","30","49","F","30.00",,"false"
"34","biotin","50","64","F","30.00",,"false"
"35","biotin","65","74","F","30.00",,"false"
"36","biotin","75","99","F","30.00",,"false"
"37","biotin","6","8","M","15.00",,"false"
"38","biotin","9","11","M","20.00",,"false"
"39","biotin","12","14","M","25.00",,"false"
"40","biotin","15","18","M","30.00",,"false"
"41","biotin","19","29","M","30.00",,"false"
"42","biotin","30","49","M","30.00",,"false"
"43","biotin","50","64","M","30.00",,"false"
"44","biotin","65","74","M","30.00",,"false"
"45","biotin","75","99","M","30.00",,"false"
"46","calcium","0","5","ALL","200.00","1000.00","false"
"47","calcium","1","2","ALL","450.00","1500.00","false"
"48","calcium","3","5","ALL","550.00","2500.00","false"
"49","calcium","6","11","ALL","300.00","1000.00","false"
"50","calcium","0","99","F","0.00","0.00","false"
"51","calcium","6","8","F","700.00","2500.00","false"
"52","calcium","9","11","F","800.00","2500.00","false"
"53","calcium","12","14","F","850.00","2500.00","false"
"54","calcium","15","18","F","700.00","2500.00","false"
"55","calcium","19","29","F","650.00","2500.00","false"
"56","calcium","30","49","F","650.00","2000.00","false"
"57","calcium","50","64","F","750.00","2000.00","false"
"58","calcium","65","74","F","750.00","2000.00","false"
"59","calcium","75","99","F","750.00","2000.00","false"
"60","calcium","6","8","M","700.00","3000.00","false"
"61","calcium","9","11","M","800.00","3000.00","false"
"62","calcium","12","14","M","950.00","3000.00","false"
"63","calcium","15","18","M","800.00","3000.00","false"
"64","calcium","19","29","M","800.00","3000.00","false"
"65","calcium","30","49","M","800.00","2500.00","false"
"66","calcium","50","64","M","800.00","2500.00","false"
"67","calcium","65","74","M","800.00","2500.00","false"
"68","calcium","75","99","M","800.00","2500.00","false"
"69","carbohydrate","0","5","ALL","55.00",,"false"
"70","carbohydrate","1","2","ALL","130.00",,"false"
"71","carbohydrate","3","5","ALL","130.00",,"false"
"72","carbohydrate","6","11","ALL","85.00",,"false"
"73","carbohydrate","0","99","F","45.00",,"false"
"74","carbohydrate","6","8","F","130.00",,"false"
"75","carbohydrate","9","11","F","130.00",,"false"
"76","carbohydrate","12","14","F","130.00",,"false"
"77","carbohydrate","15","18","F","130.00",,"false"
"78","carbohydrate","19","29","F","130.00",,"false"
"79","carbohydrate","30","49","F","130.00",,"false"
"80","carbohydrate","50","64","F","130.00",,"false"
"81","carbohydrate","65","74","F","130.00",,"false"
"82","carbohydrate","75","99","F","130.00",,"false"
"83","carbohydrate","6","8","M","130.00",,"false"
"84","carbohydrate","9","11","M","130.00",,"false"
"85","carbohydrate","12","14","M","130.00",,"false"
"86","carbohydrate","15","18","M","130.00",,"false"
"87","carbohydrate","19","29","M","130.00",,"false"
"88","carbohydrate","30","49","M","130.00",,"false"
"89","carbohydrate","50","64","M","130.00",,"false"
"90","carbohydrate","65","74","M","130.00",,"false"
"91","carbohydrate","75","99","M","130.00",,"false"
"92","chloride","0","5","ALL","170.00",,"false"
"93","chloride","1","2","ALL","1000.00",,"false"
"94","chloride","3","5","ALL","1500.00",,"false"
"95","chloride","6","11","ALL","560.00",,"false"
"96","chloride","0","99","F","0.00",,"false"
"97","chloride","6","8","F","1700.00",,"false"
"98","chloride","9","11","F","2000.00",,"false"
"99","chloride","12","14","F","2300.00",,"false"
"100","chloride","15","18","F","2300.00",,"false"
"101","chloride","19","29","F","2300.00",,"false"
"102","chloride","30","49","F","2300.00",,"false"
"103","chloride","50","64","F","2300.00",,"false"
"104","chloride","65","74","F","1900.00",,"false"
"105","chloride","75","99","F","1800.00",,"false"
"106","chloride","6","8","M","1700.00",,"false"
"107","chloride","9","11","M","2000.00",,"false"
"108","chloride","12","14","M","2300.00",,"false"
"109","chloride","15","18","M","2300.00",,"false"
"110","chloride","19","29","M","2300.00",,"false"
"111","chloride","30","49","M","2300.00",,"false"
"112","chloride","50","64","M","2300.00",,"false"
"113","chloride","65","74","M","1900.00",,"false"
"114","chloride","75","99","M","1800.00",,"false"
"115","choline","0","5","ALL","110.00",,"false"
"116","choline","1","2","ALL","160.00","700.00","false"
"117","choline","3","5","ALL","190.00","1000.00","false"
"118","choline","6","11","ALL","150.00",,"false"
"119","choline","0","99","F","80.00","2500.00","false"
"120","choline","6","8","F","250.00","1000.00","false"
"121","choline","9","11","F","330.00","1500.00","false"
"122","choline","12","14","F","390.00","2000.00","false"
"123","choline","15","18","F","390.00","2000.00","false"
"124","choline","19","29","F","390.00","2500.00","false"
"125","choline","30","49","F","390.00","2500.00","false"
"126","choline","50","64","F","390.00","2500.00","false"
"127","choline","65","74","F","390.00","2500.00","false"
"128","choline","75","99","F","390.00","2500.00","false"
"129","choline","6","8","M","260.00","1000.00","false"
"130","choline","9","11","M","350.00","1500.00","false"
"131","choline","12","14","M","450.00","2000.00","false"
"132","choline","15","18","M","480.00","2500.00","false"
"133","choline","19","29","M","480.00","3000.00","false"
"134","choline","30","49","M","480.00","3000.00","false"
"135","choline","50","64","M","480.00","3000.00","false"
"136","choline","65","74","M","480.00","3000.00","false"
"137","choline","75","99","M","480.00","3000.00","false"
"138","chromium","0","5","ALL","0.20",,"false"
"139","chromium","1","2","ALL","9.00",,"false"
"140","chromium","3","5","ALL","11.00",,"false"
"141","chromium","6","11","ALL","4.00",,"false"
"142","chromium","0","99","F","5.00",,"false"
"143","chromium","6","8","F","15.00",,"false"
"144","chromium","9","11","F","20.00",,"false"
"145","chromium","12","14","F","20.00",,"false"
"146","chromium","15","18","F","20.00",,"false"
"147","chromium","19","29","F","20.00",,"false"
"148","chromium","30","49","F","20.00",,"false"
"149","chromium","50","64","F","20.00",,"false"
"150","chromium","65","74","F","20.00",,"false"
"151","chromium","75","99","F","20.00",,"false"
"152","chromium","6","8","M","15.00",,"false"
"153","chromium","9","11","M","20.00",,"false"
"154","chromium","12","14","M","30.00",,"false"
"155","chromium","15","18","M","35.00",,"false"
"156","chromium","19","29","M","30.00",,"false"
"157","chromium","30","49","M","30.00",,"false"
"158","chromium","50","64","M","30.00",,"false"
"159","chromium","65","74","M","25.00",,"false"
"160","chromium","75","99","M","25.00",,"false"
"161","copper","0","5","ALL","240.00",,"false"
"162","copper","1","2","ALL","290.00","1700.00","false"
"163","copper","3","5","ALL","350.00","2600.00","false"
"164","copper","6","11","ALL","330.00",,"false"
"165","copper","0","99","F","130.00","10000.00","false"
"166","copper","6","8","F","410.00","3700.00","false"
"167","copper","9","11","F","550.00","5500.00","false"
"168","copper","12","14","F","650.00","7500.00","false"
"169","copper","15","18","F","750.00","9500.00","false"
"170","copper","19","29","F","650.00","10000.00","false"
"171","copper","30","49","F","650.00","10000.00","false"
"172","copper","50","64","F","650.00","10000.00","false"
"173","copper","65","74","F","600.00","10000.00","false"
"174","copper","75","99","F","600.00","10000.00","false"
"175","copper","6","8","M","460.00","3700.00","false"
"176","copper","9","11","M","600.00","5500.00","false"
"177","copper","12","14","M","800.00","7500.00","false"
"178","copper","15","18","M","900.00","9500.00","false"
"179","copper","19","29","M","850.00","10000.00","false"
"180","copper","30","49","M","850.00","10000.00","false"
"181","copper","50","64","M","850.00","10000.00","false"
"182","copper","65","74","M","800.00","10000.00","false"
"183","copper","75","99","M","800.00","10000.00","false"
"184","dietary_fiber","1","2","ALL","10.00",,"false"
"185","dietary_fiber","3","5","ALL","15.00",,"false"
"186","dietary_fiber","0","99","F","5.00",,"false"
"187","dietary_fiber","6","8","F","15.00",,"false"
"188","dietary_fiber","9","11","F","20.00",,"false"
"189","dietary_fiber","12","14","F","20.00",,"false"
"190","dietary_fiber","15","18","F","20.00",,"false"
"191","dietary_fiber","19","29","F","20.00",,"false"
"192","dietary_fiber","30","49","F","20.00",,"false"
"193","dietary_fiber","50","64","F","25.00",,"false"
"194","dietary_fiber","65","74","F","25.00",,"false"
"195","dietary_fiber","75","99","F","25.00",,"false"
"196","dietary_fiber","6","8","M","20.00",,"false"
"197","dietary_fiber","9","11","M","20.00",,"false"
"198","dietary_fiber","12","14","M","25.00",,"false"
"199","dietary_fiber","15","18","M","25.00",,"false"
"200","dietary_fiber","19","29","M","30.00",,"false"
"201","dietary_fiber","30","49","M","30.00",,"false"
"202","dietary_fiber","50","64","M","30.00",,"false"
"203","dietary_fiber","65","74","M","30.00",,"false"
"204","dietary_fiber","75","99","M","30.00",,"false"
"205","energy","0","5","ALL",,,"false"
"206","energy","1","2","ALL",,,"false"
"207","energy","3","5","ALL",,,"false"
"208","energy","6","11","ALL",,,"false"
"209","energy","0","99","F",,,"false"
"210","energy","6","8","F",,,"false"
"211","energy","9","11","F",,,"false"
"212","energy","12","14","F",,,"false"
"213","energy","15","18","F",,,"false"
"214","energy","19","29","F",,,"false"
"215","energy","30","49","F",,,"false"
"216","energy","50","64","F",,,"false"
"217","energy","65","74","F",,,"false"
"218","energy","75","99","F",,,"false"
"219","energy","6","8","M",,,"false"
"220","energy","9","11","M",,,"false"
"221","energy","12","14","M",,,"false"
"222","energy","15","18","M",,,"false"
"223","energy","19","29","M",,,"false"
"224","energy","30","49","M",,,"false"
"225","energy","50","64","M",,,"false"
"226","energy","65","74","M",,,"false"
"227","energy","75","99","M",,,"false"
"228","epa_dha","1","2","ALL","150.00",,"false"
"229","epa_dha","3","5","ALL","200.00",,"false"
"230","epa_dha","0","99","F","300.00",,"false"
"231","epa_dha","6","8","F","200.00",,"false"
"232","epa_dha","9","11","F","200.00",,"false"
"233","epa_dha","12","14","F","200.00",,"false"
"234","epa_dha","15","18","F","200.00",,"false"
"235","epa_dha","19","29","F","250.00",,"false"
"236","epa_dha","30","49","F","250.00",,"false"
"237","epa_dha","50","64","F","250.00",,"false"
"238","epa_dha","65","74","F","250.00",,"false"
"239","epa_dha","75","99","F","250.00",,"false"
"240","epa_dha","6","8","M","200.00",,"false"
"241","epa_dha","9","11","M","200.00",,"false"
"242","epa_dha","12","14","M","200.00",,"false"
"243","epa_dha","15","18","M","200.00",,"false"
"244","epa_dha","19","29","M","250.00",,"false"
"245","epa_dha","30","49","M","250.00",,"false"
"246","epa_dha","50","64","M","250.00",,"false"
"247","epa_dha","65","74","M","250.00",,"false"
"248","epa_dha","75","99","M","250.00",,"false"
"249","fluoride","0","5","ALL","0.01","0.30","false"
"250","fluoride","1","2","ALL","0.60","0.70","false"
"251","fluoride","3","5","ALL","0.90","1.10","false"
"252","fluoride","6","11","ALL","0.40","0.50","false"
"253","fluoride","0","99","F","0.00","10.00","false"
"254","fluoride","6","8","F","1.30","1.50","false"
"255","fluoride","9","11","F","1.80","10.00","false"
"256","fluoride","12","14","F","2.40","10.00","false"
"257","fluoride","15","18","F","2.70","10.00","false"
"258","fluoride","19","29","F","2.80","10.00","false"
"259","fluoride","30","49","F","2.70","10.00","false"
"260","fluoride","50","64","F","2.60","10.00","false"
"261","fluoride","65","74","F","2.50","10.00","false"
"262","fluoride","75","99","F","2.30","10.00","false"
"263","fluoride","6","8","M","1.30","1.50","false"
"264","fluoride","9","11","M","1.90","10.00","false"
"265","fluoride","12","14","M","2.60","10.00","false"
"266","fluoride","15","18","M","3.20","10.00","false"
"267","fluoride","19","29","M","3.50","10.00","false"
"268","fluoride","30","49","M","3.40","10.00","false"
"269","fluoride","50","64","M","3.20","10.00","false"
"270","fluoride","65","74","M","3.10","10.00","false"
"271","fluoride","75","99","M","3.00","10.00","false"
"272","folate","0","5","ALL","65.00",,"false"
"273","folate","1","2","ALL","150.00","300.00","false"
"274","folate","3","5","ALL","180.00","400.00","false"
"275","folate","6","11","ALL","90.00",,"false"
"276","folate","0","99","F","220.00","1000.00","false"
"277","folate","6","8","F","220.00","500.00","false"
"278","folate","9","11","F","300.00","600.00","false"
"279","folate","12","14","F","360.00","800.00","false"
"280","folate","15","18","F","400.00","900.00","false"
"281","folate","19","29","F","400.00","1000.00","false"
"282","folate","30","49","F","400.00","1000.00","false"
"283","folate","50","64","F","400.00","1000.00","false"
"284","folate","65","74","F","400.00","1000.00","false"
"285","folate","75","99","F","400.00","1000.00","false"
"286","folate","6","8","M","220.00","500.00","false"
"287","folate","9","11","M","300.00","600.00","false"
"288","folate","12","14","M","360.00","800.00","false"
"289","folate","15","18","M","400.00","900.00","false"
"290","folate","19","29","M","400.00","1000.00","false"
"291","folate","30","49","M","400.00","1000.00","false"
"292","folate","50","64","M","400.00","1000.00","false"
"293","folate","65","74","M","400.00","1000.00","false"
"294","folate","75","99","M","400.00","1000.00","false"
"295","histidine","0","5","ALL","0.30",,"false"
"296","histidine","1","2","ALL","0.30",,"false"
"297","histidine","3","5","ALL","0.30",,"false"
"298","histidine","6","11","ALL","0.30",,"false"
"299","histidine","0","99","F","1.00",,"false"
"300","histidine","6","8","F","0.40",,"false"
"301","histidine","9","11","F","0.60",,"false"
"302","histidine","12","14","F","0.80",,"false"
"303","histidine","15","18","F","0.80",,"false"
"304","histidine","19","29","F","0.80",,"false"
"305","histidine","30","49","F","0.80",,"false"
"306","histidine","50","64","F","0.70",,"false"
"307","histidine","65","74","F","0.70",,"false"
"308","histidine","75","99","F","0.70",,"false"
"309","histidine","6","8","M","0.40",,"false"
"310","histidine","9","11","M","0.60",,"false"
"311","histidine","12","14","M","0.80",,"false"
"312","histidine","15","18","M","1.00",,"false"
"313","histidine","19","29","M","1.00",,"false"
"314","histidine","30","49","M","1.00",,"false"
"315","histidine","50","64","M","1.00",,"false"
"316","histidine","65","74","M","0.90",,"false"
"317","histidine","75","99","M","0.80",,"false"
"318","iodine","0","5","ALL","130.00","250.00","false"
"319","iodine","1","2","ALL","70.00","300.00","false"
"320","iodine","3","5","ALL","90.00","300.00","false"
"321","iodine","6","11","ALL","180.00","250.00","false"
"322","iodine","0","99","F","90.00",,"false"
"323","iodine","6","8","F","100.00","500.00","false"
"324","iodine","9","11","F","110.00","500.00","false"
"325","iodine","12","14","F","140.00","1900.00","false"
"326","iodine","15","18","F","140.00","2200.00","false"
"327","iodine","19","29","F","150.00","2400.00","false"
"328","iodine","30","49","F","150.00","2400.00","false"
"329","iodine","50","64","F","150.00","2400.00","false"
"330","iodine","65","74","F","150.00","2400.00","false"
"331","iodine","75","99","F","150.00","2400.00","false"
"332","iodine","6","8","M","100.00","500.00","false"
"333","iodine","9","11","M","110.00","500.00","false"
"334","iodine","12","14","M","140.00","1900.00","false"
"335","iodine","15","18","M","140.00","2200.00","false"
"336","iodine","19","29","M","150.00","2400.00","false"
"337","iodine","30","49","M","150.00","2400.00","false"
"338","iodine","50","64","M","150.00","2400.00","false"
"339","iodine","65","74","M","150.00","2400.00","false"
"340","iodine","75","99","M","150.00","2400.00","false"
"341","iron","0","5","ALL","0.30","40.00","false"
"342","iron","1","2","ALL","6.00","40.00","false"
"343","iron","3","5","ALL","6.00","40.00","false"
"344","iron","6","11","ALL","6.00","40.00","false"
"345","iron","0","99","F","9.00","45.00","false"
"346","iron","6","8","F","7.00","40.00","false"
"347","iron","9","11","F","8.00","40.00","false"
"348","iron","12","14","F","13.00","40.00","false"
"349","iron","15","18","F","12.00","45.00","false"
"350","iron","19","29","F","12.00","45.00","false"
"351","iron","30","49","F","12.00","45.00","false"
"352","iron","50","64","F","7.00","45.00","false"
"353","iron","65","74","F","6.00","45.00","false"
"354","iron","75","99","F","6.00","45.00","false"
"355","iron","6","8","M","7.00","40.00","false"
"356","iron","9","11","M","8.00","40.00","false"
"357","iron","12","14","M","11.00","40.00","false"
"358","iron","15","18","M","11.00","45.00","false"
"359","iron","19","29","M","8.00","45.00","false"
"360","iron","30","49","M","8.00","45.00","false"
"361","iron","50","64","M","8.00","45.00","false"
"362","iron","65","74","M","8.00","45.00","false"
"363","iron","75","99","M","7.00","45.00","false"
"364","isoleucine","0","5","ALL","0.60",,"false"
"365","isoleucine","1","2","ALL","0.40",,"false"
"366","isoleucine","3","5","ALL","0.40",,"false"
"367","isoleucine","6","11","ALL","0.40",,"false"
"368","isoleucine","0","99","F","1.40",,"false"
"369","isoleucine","6","8","F","0.60",,"false"
"370","isoleucine","9","11","F","0.80",,"false"
"371","isoleucine","12","14","F","1.00",,"false"
"372","isoleucine","15","18","F","1.10",,"false"
"373","isoleucine","19","29","F","1.10",,"false"
"374","isoleucine","30","49","F","1.00",,"false"
"375","isoleucine","50","64","F","1.00",,"false"
"376","isoleucine","65","74","F","0.90",,"false"
"377","isoleucine","75","99","F","0.90",,"false"
"378","isoleucine","6","8","M","0.60",,"false"
"379","isoleucine","9","11","M","0.80",,"false"
"380","isoleucine","12","14","M","1.20",,"false"
"381","isoleucine","15","18","M","1.40",,"false"
"382","isoleucine","19","29","M","1.40",,"false"
"383","isoleucine","30","49","M","1.40",,"false"
"384","isoleucine","50","64","M","1.30",,"false"
"385","isoleucine","65","74","M","1.30",,"false"
"386","isoleucine","75","99","M","1.10",,"false"
"387","leucine","0","5","ALL","1.10",,"false"
"388","leucine","1","2","ALL","0.80",,"false"
"389","leucine","3","5","ALL","0.80",,"false"
"390","leucine","6","11","ALL","0.80",,"false"
"391","leucine","0","99","F","3.10",,"false"
"392","leucine","6","8","F","1.30",,"false"
"393","leucine","9","11","F","1.80",,"false"
"394","leucine","12","14","F","2.30",,"false"
"395","leucine","15","18","F","2.40",,"false"
"396","leucine","19","29","F","2.50",,"false"
"397","leucine","30","49","F","2.40",,"false"
"398","leucine","50","64","F","2.30",,"false"
"399","leucine","65","74","F","2.20",,"false"
"400","leucine","75","99","F","2.10",,"false"
"401","leucine","6","8","M","1.30",,"false"
"402","leucine","9","11","M","1.90",,"false"
"403","leucine","12","14","M","2.60",,"false"
"404","leucine","15","18","M","3.00",,"false"
"405","leucine","19","29","M","3.10",,"false"
"406","leucine","30","49","M","3.10",,"false"
"407","leucine","50","64","M","2.80",,"false"
"408","leucine","65","74","M","2.80",,"false"
"409","leucine","75","99","M","2.70",,"false"
"410","linoleic_acid","0","5","ALL","4.00",,"false"
"411","linoleic_acid","1","2","ALL","6.00",,"false"
"412","linoleic_acid","3","5","ALL","6.00",,"false"
"413","linoleic_acid","6","11","ALL","6.00",,"false"
"414","linoleic_acid","6","8","F","6.00",,"false"
"415","linoleic_acid","9","11","F","7.00",,"false"
"416","linoleic_acid","12","14","F","8.00",,"false"
"417","linoleic_acid","15","18","F","8.00",,"false"
"418","linoleic_acid","19","29","F","8.00",,"false"
"419","linoleic_acid","30","49","F","7.00",,"false"
"420","linoleic_acid","50","64","F","6.00",,"false"
"421","linoleic_acid","65","74","F","4.00",,"false"
"422","linoleic_acid","75","99","F","2.00",,"false"
"423","linoleic_acid","6","8","M","7.00",,"false"
"424","linoleic_acid","9","11","M","9.00",,"false"
"425","linoleic_acid","12","14","M","11.00",,"false"
"426","linoleic_acid","15","18","M","11.00",,"false"
"427","linoleic_acid","19","29","M","11.00",,"false"
"428","linoleic_acid","30","49","M","10.00",,"false"
"429","linoleic_acid","50","64","M","8.00",,"false"
"430","linoleic_acid","65","74","M","6.00",,"false"
"431","linoleic_acid","75","99","M","4.00",,"false"
"432","lipid","0","5","ALL","25.00",,"false"
"433","lipid","6","11","ALL","25.00",,"false"
"434","lysine","0","5","ALL","0.80",,"false"
"435","lysine","1","2","ALL","0.80",,"false"
"436","lysine","3","5","ALL","0.80",,"false"
"437","lysine","6","11","ALL","0.80",,"false"
"438","lysine","0","99","F","2.90",,"false"
"439","lysine","6","8","F","1.30",,"false"
"440","lysine","9","11","F","1.90",,"false"
"441","lysine","12","14","F","2.40",,"false"
"442","lysine","15","18","F","2.50",,"false"
"443","lysine","19","29","F","2.60",,"false"
"444","lysine","30","49","F","2.50",,"false"
"445","lysine","50","64","F","2.40",,"false"
"446","lysine","65","74","F","2.30",,"false"
"447","lysine","75","99","F","2.10",,"false"
"448","lysine","6","8","M","1.40",,"false"
"449","lysine","9","11","M","1.90",,"false"
"450","lysine","12","14","M","2.60",,"false"
"451","lysine","15","18","M","3.10",,"false"
"452","lysine","19","29","M","3.10",,"false"
"453","lysine","30","49","M","3.10",,"false"
"454","lysine","50","64","M","2.90",,"false"
"455","lysine","65","74","M","2.90",,"false"
"456","lysine","75","99","M","2.70",,"false"
"457","magnesium","0","5","ALL","25.00",,"false"
"458","magnesium","1","2","ALL","70.00",,"false"
"459","magnesium","3","5","ALL","110.00",,"false"
"460","magnesium","6","11","ALL","55.00",,"false"
"461","magnesium","0","99","F","40.00",,"false"
"462","magnesium","6","8","F","150.00",,"false"
"463","magnesium","9","11","F","220.00",,"false"
"464","magnesium","12","14","F","290.00",,"false"
"465","magnesium","15","18","F","340.00",,"false"
"466","magnesium","19","29","F","280.00",,"false"
"467","magnesium","30","49","F","280.00",,"false"
"468","magnesium","50","64","F","280.00",,"false"
"469","magnesium","65","74","F","280.00",,"false"
"470","magnesium","75","99","F","280.00",,"false"
"471","magnesium","6","8","M","150.00",,"false"
"472","magnesium","9","11","M","220.00",,"false"
"473","magnesium","12","14","M","320.00",,"false"
"474","magnesium","15","18","M","410.00",,"false"
"475","magnesium","19","29","M","360.00",,"false"
"476","magnesium","30","49","M","380.00",,"false"
"477","magnesium","50","64","M","380.00",,"false"
"478","magnesium","65","74","M","380.00",,"false"
"479","magnesium","75","99","M","380.00",,"false"
"480","manganese","0","5","ALL","0.01",,"false"
"481","manganese","1","2","ALL","1.50","2.00","false"
"482","manganese","3","5","ALL","2.00","3.00","false"
"483","manganese","6","11","ALL","0.80",,"false"
"484","manganese","0","99","F",,"11.00","false"
"485","manganese","6","8","F","2.50","4.00","false"
"486","manganese","9","11","F","3.00","6.00","false"
"487","manganese","12","14","F","3.50","8.00","false"
"488","manganese","15","18","F","3.50","10.00","false"
"489","manganese","19","29","F","3.50","11.00","false"
"490","manganese","30","49","F","3.50","11.00","false"
"491","manganese","50","64","F","3.50","11.00","false"
"492","manganese","65","74","F","3.50","11.00","false"
"493","manganese","75","99","F","3.50","11.00","false"
"494","manganese","6","8","M","2.50","4.00","false"
"495","manganese","9","11","M","3.00","6.00","false"
"496","manganese","12","14","M","4.00","8.00","false"
"497","manganese","15","18","M","4.00","10.00","false"
"498","manganese","19","29","M","4.00","11.00","false"
"499","manganese","30","49","M","4.00","11.00","false"
"500","manganese","50","64","M","4.00","11.00","false"
"501","manganese","65","74","M","4.00","11.00","false"
"502","manganese","75","99","M","4.00","11.00","false"
"503","methionine_cysteine","0","5","ALL","0.40",,"false"
"504","methionine_cysteine","1","2","ALL","0.40",,"false"
"505","methionine_cysteine","3","5","ALL","0.40",,"false"
"506","methionine_cysteine","6","11","ALL","0.40",,"false"
"507","methionine_cysteine","0","99","F","1.40",,"false"
"508","methionine_cysteine","6","8","F","0.60",,"false"
"509","methionine_cysteine","9","11","F","0.80",,"false"
"510","methionine_cysteine","12","14","F","1.00",,"false"
